COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
C017;Miramon;113;22;22;21;20;21;12;16;12;16;9;17;5;193
C0F4;Oiartzun;53;22;22;22;20;20;11;15;11;14;9;17;5;188
C0D1;Oñati;195;21;21;23;22;17;12;15;13;14;10;15;8;191
C043;Ordizia;243;24;19;21;21;20;11;13;13;14;9;16;9;190
C0D2;San Prudentzio;175;23;21;21;21;19;11;18;10;14;8;17;8;191
C0D0;Urkulu;340;22;21;22;22;17;11;19;11;15;9;16;7;192
C064;Zarautz;80;21;21;19;20;18;10;16;9;14;10;16;8;182
C028;Zegama;520;22;20;22;22;19;11;19;13;15;10;16;6;195
C029;Zizurkil;149;19;20;21;21;21;10;20;11;15;9;20;7;194
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
;;;;;DÍAS DE PRECIPITACIÓN;;;;;;;;;;
