COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
C019;Matxitxako;433;0;0;0;0;0;0;0;0;0;0;0;0;0
C057;Mungia;22;4;0;0;0;0;0;0;0;0;0;0;2;6
C063;Muxika;16;5;3;2;1;0;0;0;0;0;0;0;5;16
C046;Oiz;980;11;4;1;2;1;0;0;0;0;0;2;1;22
C0BA;Oleta;14;2;0;0;0;0;0;0;0;0;0;0;0;2
C059;Ordunte;300;5;2;0;1;0;0;0;0;0;0;0;1;9
C072;Orduña;934;9;4;1;2;1;0;0;0;0;0;5;3;25
C0B4;Orozko;200;6;2;0;1;0;0;0;0;0;0;0;1;10
C054;Otxandio;556;9;18;10;3;2;0;0;0;0;0;1;9;52
C042;Punta Galea;61;0;0;0;0;0;0;0;0;0;0;0;0;0
C0B9;Sangroniz;10;5;0;0;0;0;0;0;0;0;0;0;4;9
C0C3;Sodupe;56;4;1;0;0;0;0;0;0;0;0;0;4;9
C066;Untzueta;764;3;1;0;2;0;0;0;0;0;0;0;0;6
C022;Urkiola;709;7;6;2;3;0;0;0;0;0;0;3;6;27
C0B3;Urkizu;75;5;2;0;0;0;0;0;0;0;0;0;6;13
C037;Venta Alta;162;;0;0;0;0;0;0;0;0;0;0;1;
C0E5;Agauntza;180;6;0;0;0;0;0;0;0;0;0;0;5;11
C0DB;Aitzu;312;7;2;1;1;0;0;0;0;0;0;1;7;19
C0D3;Aixola;320;7;1;1;0;0;0;0;0;0;0;0;1;10
C0DD;Aizarnazabal;25;5;0;0;0;0;0;0;0;0;0;0;1;6
C0E9;Alegia;90;4;0;0;0;0;0;0;0;0;0;0;2;6
C078;Altzola;17;3;0;0;0;0;0;0;0;0;0;0;1;4
C052;Ameraun;285;5;0;1;0;0;0;0;0;0;0;0;1;7
C0E1;Amundarain;111;8;2;2;0;0;0;0;0;0;0;0;6;18
C077;Andoain;52;5;0;0;0;0;0;0;0;0;0;0;2;7
C080;Añarbe;184;7;1;1;0;0;0;0;0;0;0;0;4;13
C0E8;Araxes;141;6;1;0;0;0;0;0;0;0;0;0;4;11
C023;Arrasate;318;6;3;2;0;1;0;0;0;0;0;1;6;19
C084;Behobia;5;4;0;0;0;0;0;0;0;0;0;0;0;4
C0EA;Belauntza;105;6;0;0;0;0;0;0;0;0;0;0;4;10
C026;Berastegi;379;7;3;5;1;2;0;0;0;0;0;1;8;27
C058;Bidania;592;7;;0;2;0;0;0;0;0;0;0;1;
C0F0;Ereñozu;25;5;0;0;0;0;0;0;0;0;0;0;0;5
C0F1;Eskas;650;7;2;0;2;0;0;0;0;0;0;0;0;11
C0E7;Estanda;195;6;0;1;0;0;0;0;0;0;0;0;3;10
C018;Higer;43;0;0;0;0;0;0;0;0;0;0;0;0;0
C0DC;Ibai Eder;90;5;0;0;0;0;0;0;0;0;0;0;3;8
C071;Jaizkibel;545;5;1;0;0;0;0;0;0;0;0;0;0;6
C0EC;Lasarte;18;4;0;0;0;0;0;0;0;0;0;0;0;4
C0DE;Matxinbenta;250;7;2;1;0;0;0;0;0;0;0;0;6;16
C017;Miramon;113;4;0;0;0;0;0;0;0;0;0;0;0;4
C0F4;Oiartzun;53;4;0;0;0;0;0;0;0;0;0;0;0;4
C0D1;Oñati;195;5;2;2;0;0;0;0;0;0;0;0;4;13
C043;Ordizia;243;6;1;0;0;0;0;0;0;0;0;0;4;11
C0D2;San Prudentzio;175;5;0;0;0;0;0;0;0;0;0;0;4;9
C007;Santa Clara;48;;;;;;0;0;0;0;0;0;0;
C0D0;Urkulu;340;7;2;0;1;0;0;0;0;0;0;0;6;16
C064;Zarautz;80;0;0;0;0;0;0;0;0;0;0;0;0;0
C028;Zegama;520;4;1;0;0;0;0;0;0;0;0;0;0;5
C029;Zizurkil;149;4;0;0;0;0;0;0;0;0;0;0;0;4
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
;;;;;;DÍAS DE HELADA;;;;;;;;;
