code,year,month,temp_min_abs
C0EA,2017,2,2.6
C0EA,2017,3,2.9
C0EA,2017,4,2.4
C0EA,2017,5,4.5
C0EA,2017,6,10.8
C0EA,2017,7,12.2
C0EA,2017,8,10.4
C0EA,2017,9,6.6
C0EA,2017,10,3.4
C0EA,2017,11,-0.2
C0EA,2017,12,-1.3
C026,2017,1,-8.1
C026,2017,2,-2.0
C026,2017,3,-0.9
C026,2017,4,-2.1
C026,2017,5,-0.2
C026,2017,6,6.9
C026,2017,7,7.7
C026,2017,8,6.8
C026,2017,9,3.5
C026,2017,10,0.3
C026,2017,11,-2.6
C026,2017,12,-7.5
C058,2017,1,-5.6
C058,2017,2,-0.6
C058,2017,3,1.1
C058,2017,4,0.8
C058,2017,5,3.0
C058,2017,6,7.6
C058,2017,7,9.0
C058,2017,8,8.8
C058,2017,9,6.3
C058,2017,10,3.0
C058,2017,11,-0.5
C058,2017,12,-3.4
C0F0,2017,1,-2.8
C0F0,2017,2,1.5
C0F0,2017,3,2.2
C0F0,2017,4,1.4
C0F0,2017,5,4.2
C0F0,2017,6,10.7
C0F0,2017,7,11.7
C0F0,2017,8,10.8
C0F0,2017,9,7.6
C0F0,2017,10,4.1
C0F0,2017,11,1.4
C0F0,2017,12,-0.9
C0F1,2017,11,-0.8
C0F1,2017,12,-3.8
C0E7,2017,1,-6.7
C0E7,2017,2,1.4
C0E7,2017,3,1.1
C0E7,2017,4,0.6
C0E7,2017,5,3.8
C0E7,2017,6,9.4
C0E7,2017,7,10.3
C0E7,2017,8,9.8
C0E7,2017,9,7.1
C0E7,2017,10,5.0
C0E7,2017,11,0.5
C0E7,2017,12,-0.6
C018,2017,1,-1.5
C018,2017,2,4.2
C018,2017,3,4.8
C018,2017,4,5.5
C018,2017,5,8.3
C018,2017,6,13.6
C018,2017,7,14.6
C018,2017,8,14.2
C018,2017,9,10.0
C018,2017,10,7.0
C018,2017,11,3.9
C018,2017,12,0.6
C0DC,2017,1,-4.7
C0DC,2017,2,2.6
C0DC,2017,3,2.4
C0DC,2017,4,2.1
C0DC,2017,5,3.4
C0DC,2017,6,10.5
C0DC,2017,7,11.5
C0DC,2017,8,10.5
C0DC,2017,9,9.1
C0DC,2017,10,6.1
C0DC,2017,11,1.5
C0DC,2017,12,-0.2
C071,2017,1,-5.7
C071,2017,2,2.8
C071,2017,3,1.8
C071,2017,4,3.6
C071,2017,5,5.1
C071,2017,6,10.0
C071,2017,7,10.8
C071,2017,8,11.5
C071,2017,9,9.7
C071,2017,10,5.7
C071,2017,11,0.6
C071,2017,12,-1.6
C0EC,2017,1,-2.7
C0EC,2017,2,3.0
C0EC,2017,3,2.7
C0EC,2017,4,2.6
C0EC,2017,5,4.5
C0EC,2017,6,10.9
C0EC,2017,7,12.0
C0EC,2017,8,11.7
C0EC,2017,9,9.1
C0EC,2017,10,5.6
C0EC,2017,11,1.7
C0EC,2017,12,-0.7
C0DE,2017,1,-3.2
C0DE,2017,2,2.6
C0DE,2017,3,3.2
C0DE,2017,4,2.2
C0DE,2017,5,3.7
C0DE,2017,6,10.7
C0DE,2017,7,11.9
C0DE,2017,8,10.8
C0DE,2017,9,5.6
C0DE,2017,10,2.5
C0DE,2017,11,-0.8
C0DE,2017,12,-1.9
C017,2017,1,-2.6
C017,2017,2,2.9
C017,2017,3,3.4
C017,2017,4,3.6
C017,2017,5,5.4
C017,2017,6,11.2
C017,2017,7,12.3
C017,2017,8,11.6
C017,2017,9,8.9
C017,2017,10,5.2
C017,2017,11,2.2
C017,2017,12,-0.8
C0F4,2017,1,-4.5
C0F4,2017,2,1.4
C0F4,2017,3,2.5
C0F4,2017,4,3.3
C0F4,2017,5,5.9
C0F4,2017,6,12.2
C0F4,2017,7,12.3
C0F4,2017,8,11.6
C0F4,2017,9,8.2
C0F4,2017,10,4.4
C0F4,2017,11,1.0
C0F4,2017,12,-2.4
C0D1,2017,1,-6.0
C0D1,2017,2,0.8
C0D1,2017,3,0.0
C0D1,2017,4,-0.4
C0D1,2017,5,1.9
C0D1,2017,6,8.2
C0D1,2017,7,10.5
C0D1,2017,8,8.8
C0D1,2017,9,6.1
C0D1,2017,10,4.8
C0D1,2017,11,-0.1
C0D1,2017,12,-1.2
C043,2017,1,-4.3
C043,2017,2,2.8
C043,2017,3,1.4
C043,2017,4,1.2
C043,2017,5,3.1
C043,2017,6,9.9
C043,2017,7,11.0
C043,2017,8,10.0
C043,2017,9,8.2
C043,2017,10,5.1
C043,2017,11,0.5
C043,2017,12,-1.0
C0D2,2017,1,-4.9
C0D2,2017,2,2.2
C0D2,2017,3,1.6
C0D2,2017,4,1.0
C0D2,2017,5,3.7
C0D2,2017,6,9.8
C0D2,2017,7,11.9
C0D2,2017,8,9.3
C0D2,2017,9,7.1
C0D2,2017,10,4.6
C0D2,2017,11,0.4
C0D2,2017,12,-0.5
C007,2017,1,-1.4
C007,2017,2,4.2
C007,2017,3,4.7
C007,2017,4,5.5
C007,2017,5,6.6
C007,2017,6,12.4
C007,2017,7,13.1
C007,2017,8,13.2
C007,2017,9,10.1
C007,2017,10,6.3
C007,2017,11,3.3
C007,2017,12,0.2
C0D0,2017,1,-6.1
C0D0,2017,2,0.2
C0D0,2017,3,0.4
C0D0,2017,4,0.0
C0D0,2017,5,1.4
C0D0,2017,6,7.8
C0D0,2017,7,9.4
C0D0,2017,8,8.6
C0D0,2017,9,4.5
C0D0,2017,10,3.8
C0D0,2017,11,-0.8
C0D0,2017,12,-1.9
C064,2017,1,-2.0
C064,2017,2,3.8
C064,2017,3,4.3
C064,2017,4,4.7
C064,2017,5,8.0
C064,2017,6,12.4
C064,2017,7,12.5
C064,2017,8,12.8
C064,2017,9,10.0
C064,2017,10,6.8
C064,2017,11,3.2
C064,2017,12,0.4
C028,2017,1,-4.3
C028,2017,2,1.2
C028,2017,3,2.5
C028,2017,4,2.2
C028,2017,5,1.9
C028,2017,6,8.7
C028,2017,7,10.0
C028,2017,8,10.2
C028,2017,9,6.7
C028,2017,10,4.1
C028,2017,11,0.6
C028,2017,12,-2.9
C029,2017,1,-3.4
C029,2017,2,2.3
C029,2017,3,3.7
C029,2017,4,2.6
C029,2017,5,4.2
C029,2017,6,10.8
C029,2017,7,11.7
C029,2017,8,11.1
C029,2017,9,8.9
C029,2017,10,4.8
C029,2017,11,0.0
C029,2017,12,-1.8
C076,2018,1,-3.2
C076,2018,2,-7.0
C076,2018,3,-3.2
C076,2018,4,-0.3
C076,2018,5,0.5
C076,2018,6,7.2
C076,2018,7,10.7
C076,2018,8,8.3
C076,2018,9,5.2
C076,2018,10,-0.7
C076,2018,11,-1.7
C076,2018,12,-3.4
C0A4,2018,1,-6.6
C0A4,2018,2,-9.5
C0A4,2018,3,-3.4
C0A4,2018,4,-1.1
C0A4,2018,5,-0.7
C0A4,2018,6,5.6
C0A4,2018,7,8.9
C0A4,2018,8,6.9
C0A4,2018,9,2.7
C0A4,2018,10,-1.1
C0A4,2018,11,-1.7
C0A4,2018,12,-4.0
C056,2018,1,-2.8
C056,2018,2,-7.2
C056,2018,3,-2.1
C056,2018,4,0.5
C056,2018,5,0.6
C056,2018,6,6.9
C056,2018,7,10.4
C056,2018,8,8.1
C056,2018,9,5.0
C056,2018,10,0.1
C056,2018,11,-0.9
C056,2018,12,-3.2
C035,2018,1,-3.2
C035,2018,2,-7.7
C035,2018,3,-2.8
C035,2018,4,-0.6
C035,2018,5,0.9
C035,2018,6,7.0
C035,2018,7,9.0
C035,2018,8,7.0
C035,2018,9,4.1
C035,2018,10,-0.7
C035,2018,11,-0.3
C035,2018,12,-3.2
C0A3,2018,1,-4.3
C0A3,2018,2,-9.2
C0A3,2018,3,-3.2
C0A3,2018,4,-1.8
C0A3,2018,5,-1.1
C0A3,2018,6,6.0
C0A3,2018,7,9.4
C0A3,2018,8,7.2
C0A3,2018,9,3.4
C0A3,2018,10,-1.4
C0A3,2018,11,-2.0
C0A3,2018,12,-2.5
C016,2018,1,-3.6
C016,2018,2,-6.5
C016,2018,3,-2.3
C016,2018,4,0.1
C016,2018,5,0.6
C016,2018,6,7.8
C016,2018,7,10.9
C016,2018,8,8.9
C016,2018,9,6.0
C016,2018,10,0.1
C016,2018,11,-1.3
C016,2018,12,-3.5
C025,2018,1,-1.3
C025,2018,2,-6.9
C025,2018,3,-2.3
C025,2018,4,0.4
C025,2018,5,1.0
C025,2018,6,7.7
C025,2018,7,9.9
C025,2018,8,8.7
C025,2018,9,6.2
C025,2018,10,-0.8
C025,2018,11,-0.1
C025,2018,12,-0.8
C0A2,2018,1,-5.7
C0A2,2018,2,-9.4
C0A2,2018,3,-2.4
C0A2,2018,4,-1.5
C0A2,2018,5,-0.1
C0A2,2018,6,6.0
C0A2,2018,7,9.8
C0A2,2018,8,8.8
C0A2,2018,9,3.1
C0A2,2018,10,-2.2
C0A2,2018,11,-1.7
C0A2,2018,12,-3.1
C034,2018,1,-3.7
C034,2018,2,-6.4
C034,2018,3,-2.4
C034,2018,4,0.3
C034,2018,5,-1.5
C034,2018,6,7.0
C034,2018,7,9.8
C034,2018,8,7.6
C034,2018,9,3.1
C034,2018,10,-1.7
C034,2018,11,-2.6
C034,2018,12,-3.8
C0AA,2018,1,-4.0
C0AA,2018,2,-8.8
C0AA,2018,3,-3.0
C0AA,2018,4,-0.8
C0AA,2018,5,-0.4
C0AA,2018,6,4.6
C0AA,2018,7,9.5
C0AA,2018,8,7.5
C0AA,2018,9,4.2
C0AA,2018,10,-0.6
C0AA,2018,11,-1.4
C0AA,2018,12,-2.1
C067,2018,1,0.4
C067,2018,2,-3.7
C067,2018,3,0.5
C067,2018,4,3.0
C067,2018,5,3.9
C067,2018,6,10.1
C067,2018,7,13.1
C067,2018,8,11.9
C067,2018,9,7.4
C067,2018,10,2.7
C067,2018,11,1.3
C067,2018,12,-1.2
C040,2018,1,-0.3
C040,2018,2,-3.9
C040,2018,3,0.1
C040,2018,4,2.2
C040,2018,5,3.9
C040,2018,6,10.0
C040,2018,7,13.9
C040,2018,8,12.8
C040,2018,9,9.2
C040,2018,10,2.0
C040,2018,11,1.5
C040,2018,12,-0.6
C044,2018,1,-2.2
C044,2018,2,-6.0
C044,2018,3,-2.0
C044,2018,4,-0.2
C044,2018,5,1.8
C044,2018,6,5.5
C044,2018,7,9.8
C044,2018,8,8.4
C044,2018,9,4.1
C044,2018,10,-0.4
C044,2018,11,-0.1
C044,2018,12,-1.7
C048,2018,1,-2.2
C048,2018,2,-10.1
C048,2018,3,-3.9
C048,2018,4,-0.9
C048,2018,5,-0.1
C048,2018,6,7.2
C048,2018,7,10.0
C048,2018,8,8.6
C048,2018,9,5.6
C048,2018,10,-1.0
C048,2018,11,0.7
C048,2018,12,0.0
C068,2018,1,-5.4
C068,2018,2,-8.4
C068,2018,3,-2.9
C068,2018,4,-0.5
C068,2018,5,0.2
C068,2018,6,6.3
C068,2018,7,10.2
C068,2018,8,9.8
C068,2018,9,4.4
C068,2018,10,-1.1
C068,2018,11,-1.3
C068,2018,12,-2.6
C024,2018,1,-12.4
C024,2018,2,-13.8
C024,2018,3,-4.3
C024,2018,4,-2.8
C024,2018,5,-1.4
C024,2018,6,3.7
C024,2018,7,6.6
C024,2018,8,5.8
C024,2018,9,-0.4
C024,2018,10,-4.2
C024,2018,11,-2.5
C024,2018,12,-5.3
C00A,2018,1,-4.1
C00A,2018,2,-6.2
C00A,2018,3,-0.6
C00A,2018,4,-1.4
C00A,2018,5,-0.6
C00A,2018,6,7.8
C00A,2018,7,11.3
C00A,2018,8,9.6
C00A,2018,9,6.3
C00A,2018,10,-1.1
C00A,2018,11,-1.8
C00A,2018,12,-1.7
C047,2018,1,-2.2
C047,2018,2,-10.1
C047,2018,3,-4.6
C047,2018,4,-0.9
C047,2018,5,-0.3
C047,2018,6,6.6
C047,2018,7,10.2
C047,2018,8,8.6
C047,2018,9,5.4
C047,2018,10,-1.1
C047,2018,11,0.6
C047,2018,12,0.3
C031,2018,1,-1.1
C031,2018,2,-4.3
C031,2018,3,1.2
C031,2018,4,2.9
C031,2018,5,3.8
C031,2018,6,10.2
C031,2018,7,14.1
C031,2018,8,11.8
C031,2018,9,8.8
C031,2018,10,2.0
C031,2018,11,2.4
C031,2018,12,1.9
C041,2018,1,-6.5
C041,2018,2,-7.1
C041,2018,3,-2.1
C041,2018,4,-1.9
C041,2018,5,-0.9
C041,2018,6,5.7
C041,2018,7,8.7
C041,2018,8,6.3
C041,2018,9,2.3
C041,2018,10,-1.4
C041,2018,11,-2.5
C041,2018,12,-4.3
C055,2018,1,-4.5
C055,2018,2,-8.6
C055,2018,3,-3.2
C055,2018,4,-1.2
C055,2018,5,-0.3
C055,2018,6,4.9
C055,2018,7,9.3
C055,2018,8,7.4
C055,2018,9,3.8
C055,2018,10,-1.2
C055,2018,11,-2.5
C055,2018,12,-4.6
C060,2018,1,-1.9
C060,2018,2,-6.7
C060,2018,3,-0.4
C060,2018,4,1.7
C060,2018,5,1.0
C060,2018,6,8.2
C060,2018,7,11.9
C060,2018,8,9.8
C060,2018,9,6.1
C060,2018,10,0.8
C060,2018,11,0.8
C060,2018,12,-2.4
C0A1,2018,1,-6.2
C0A1,2018,2,-9.7
C0A1,2018,3,-3.0
C0A1,2018,4,-1.2
C0A1,2018,5,-1.9
C0A1,2018,6,4.9
C0A1,2018,7,8.1
C0A1,2018,8,6.0
C0A1,2018,9,1.8
C0A1,2018,10,-0.6
C0A1,2018,11,-1.9
C0A1,2018,12,-4.4
C021,2018,1,-7.4
C021,2018,2,-11.1
C021,2018,3,-3.3
C021,2018,4,-2.1
C021,2018,5,-0.4
C021,2018,6,5.3
C021,2018,7,7.7
C021,2018,8,7.4
C021,2018,9,1.4
C021,2018,10,-2.1
C021,2018,11,-1.3
C021,2018,12,-3.3
C030,2018,1,-5.2
C030,2018,2,-10.0
C030,2018,3,-3.5
C030,2018,4,-0.7
C030,2018,5,-1.2
C030,2018,6,4.8
C030,2018,7,9.3
C030,2018,8,7.3
C030,2018,9,2.4
C030,2018,10,-1.0
C030,2018,11,-1.5
C030,2018,12,-4.0
C051,2018,1,-0.6
C051,2018,2,-4.7
C051,2018,3,-0.4
C051,2018,4,2.3
C051,2018,5,4.2
C051,2018,6,9.2
C051,2018,7,12.4
C051,2018,8,10.8
C051,2018,9,6.9
C051,2018,10,2.0
C051,2018,11,0.8
C051,2018,12,-2.2
C0A0,2018,1,-2.8
C0A0,2018,2,-9.3
C0A0,2018,3,-2.9
C0A0,2018,4,-1.0
C0A0,2018,5,0.2
C0A0,2018,6,5.5
C0A0,2018,7,7.5
C0A0,2018,8,6.8
C0A0,2018,9,2.6
C0A0,2018,10,-0.9
C0A0,2018,11,-1.2
C0A0,2018,12,-2.8
C049,2018,1,-4.1
C049,2018,2,-7.3
C049,2018,3,-3.4
C049,2018,4,-0.4
C049,2018,5,-0.6
C049,2018,6,6.5
C049,2018,7,10.1
C049,2018,8,7.1
C049,2018,9,4.6
C049,2018,10,-1.5
C049,2018,11,-2.1
C049,2018,12,-3.8
C00B,2018,1,-2.9
C00B,2018,2,-9.9
C00B,2018,3,-2.6
C00B,2018,4,-1.3
C00B,2018,5,-0.8
C00B,2018,6,5.1
C00B,2018,7,8.5
C00B,2018,8,6.4
C00B,2018,9,3.7
C00B,2018,10,0.0
C00B,2018,11,-1.7
C00B,2018,12,-3.9
C020,2018,1,-4.8
C020,2018,2,-9.6
C020,2018,3,-3.4
C020,2018,4,-1.3
C020,2018,5,-1.0
C020,2018,6,5.9
C020,2018,7,9.2
C020,2018,8,6.6
C020,2018,9,3.0
C020,2018,10,-1.2
C020,2018,11,-1.8
C020,2018,12,-4.4
C070,2018,1,-2.3
C070,2018,2,-8.9
C070,2018,3,-3.1
C070,2018,4,-0.9
C070,2018,5,0.8
C070,2018,6,7.8
C070,2018,7,10.9
C070,2018,8,9.4
C070,2018,9,6.1
C070,2018,10,-0.4
C070,2018,11,0.2
C070,2018,12,-0.3
C050,2018,1,-2.3
C050,2018,2,-6.7
C050,2018,3,-1.2
C050,2018,4,0.8
C050,2018,5,0.6
C050,2018,6,8.9
C050,2018,7,11.9
C050,2018,8,9.7
C050,2018,9,6.1
C050,2018,10,0.8
C050,2018,11,-0.3
C050,2018,12,-2.4
C0B1,2018,1,0.6
C0B1,2018,2,-2.7
C0B1,2018,3,1.4
C0B1,2018,4,4.2
C0B1,2018,5,6.0
C0B1,2018,6,9.7
C0B1,2018,7,13.7
C0B1,2018,8,11.6
C0B1,2018,9,8.4
C0B1,2018,10,3.4
C0B1,2018,11,2.9
C0B1,2018,12,0.5
C079,2018,1,0.0
C079,2018,2,-4.3
C079,2018,3,0.5
C079,2018,4,3.3
C079,2018,5,4.1
C079,2018,6,10.6
C079,2018,7,13.8
C079,2018,8,12.6
C079,2018,9,8.2
C079,2018,10,2.6
C079,2018,11,2.0
C079,2018,12,-0.2
C0C1,2018,1,-0.1
C0C1,2018,2,-2.4
C0C1,2018,3,0.9
C0C1,2018,4,3.5
C0C1,2018,5,4.3
C0C1,2018,6,10.6
C0C1,2018,7,14.7
C0C1,2018,8,13.1
C0C1,2018,9,8.6
C0C1,2018,10,4.4
C0C1,2018,11,6.5
C0C1,2018,12,2.3
C061,2018,1,2.0
C061,2018,2,-4.0
C061,2018,3,0.5
C061,2018,4,5.6
C061,2018,5,5.7
C061,2018,6,9.1
C061,2018,7,13.3
C061,2018,8,12.1
C061,2018,9,8.5
C061,2018,10,3.5
C061,2018,11,5.0
C061,2018,12,1.9
C032,2018,1,-0.2
C032,2018,2,-4.3
C032,2018,3,-0.3
C032,2018,4,2.2
C032,2018,5,3.8
C032,2018,6,9.0
C032,2018,7,12.5
C032,2018,8,11.2
C032,2018,9,6.9
C032,2018,10,2.2
C032,2018,11,0.9
C032,2018,12,-1.1
C002,2018,1,0.2
C002,2018,2,-3.2
C002,2018,3,0.4
C002,2018,4,4.2
C002,2018,5,4.3
C002,2018,6,10.1
C002,2018,7,14.0
C002,2018,8,12.8
C002,2018,9,8.2
C002,2018,10,2.6
C002,2018,11,2.1
C002,2018,12,0.3
C0C2,2018,1,-1.7
C0C2,2018,2,-4.9
C0C2,2018,3,-0.6
C0C2,2018,4,1.4
C0C2,2018,5,2.5
C0C2,2018,6,7.9
C0C2,2018,7,11.3
C0C2,2018,8,9.9
C0C2,2018,9,5.9
C0C2,2018,10,1.0
C0C2,2018,11,0.0
C0C2,2018,12,-3.0
C069,2018,1,3.1
C069,2018,2,-1.7
C069,2018,3,2.4
C069,2018,4,7.7
C069,2018,5,7.0
C069,2018,6,13.0
C069,2018,7,16.9
C069,2018,8,15.2
C069,2018,9,11.8
C069,2018,10,5.3
C069,2018,11,5.6
C069,2018,12,4.5
C0B6,2018,1,-1.2
C0B6,2018,2,-5.9
C0B6,2018,3,0.0
C0B6,2018,4,2.9
C0B6,2018,5,3.7
C0B6,2018,6,9.4
C0B6,2018,7,13.0
C0B6,2018,8,11.5
C0B6,2018,9,7.3
C0B6,2018,10,2.7
C0B6,2018,11,1.4
C0B6,2018,12,-0.9
C0BE,2018,1,1.3
C0BE,2018,2,-3.3
C0BE,2018,3,1.3
C0BE,2018,4,4.7
C0BE,2018,5,5.0
C0BE,2018,6,10.8
C0BE,2018,7,15.1
C0BE,2018,8,13.8
C0BE,2018,9,9.2
C0BE,2018,10,3.6
C0BE,2018,11,3.5
C0BE,2018,12,3.2
C065,2018,1,0.0
C065,2018,2,-5.9
C065,2018,3,-1.7
C065,2018,4,2.2
C065,2018,5,2.5
C065,2018,6,8.4
C065,2018,7,12.2
C065,2018,8,11.6
C065,2018,9,7.8
C065,2018,10,-0.3
C065,2018,11,2.2
C065,2018,12,2.1
C003,2018,1,1.5
C003,2018,2,-4.5
C003,2018,3,0.7
C003,2018,4,4.0
C003,2018,5,4.7
C003,2018,6,10.0
C003,2018,7,14.2
C003,2018,8,12.3
C003,2018,9,7.7
C003,2018,10,3.2
C003,2018,11,3.2
C003,2018,12,0.8
C039,2018,1,2.2
C039,2018,2,-2.9
C039,2018,3,1.7
C039,2018,4,6.5
C039,2018,5,7.4
C039,2018,6,12.0
C039,2018,7,16.4
C039,2018,8,14.6
C039,2018,9,10.7
C039,2018,10,5.0
C039,2018,11,4.9
C039,2018,12,1.6
C075,2018,1,0.9
C075,2018,2,-4.4
C075,2018,3,-0.7
C075,2018,4,3.0
C075,2018,5,4.1
C075,2018,6,8.7
C075,2018,7,13.0
C075,2018,8,11.4
C075,2018,9,6.7
C075,2018,10,2.0
C075,2018,11,2.2
C075,2018,12,1.5
C074,2018,1,0.5
C074,2018,2,-4.9
C074,2018,3,0.1
C074,2018,4,3.2
C074,2018,5,4.8
C074,2018,6,10.1
C074,2018,7,14.1
C074,2018,8,12.1
C074,2018,9,7.6
C074,2018,10,2.7
C074,2018,11,1.8
C074,2018,12,0.1
C009,2018,1,1.7
C009,2018,2,-2.3
C009,2018,3,2.0
C009,2018,4,4.9
C009,2018,5,6.1
C009,2018,6,11.3
C009,2018,7,14.9
C009,2018,8,12.9
C009,2018,9,9.7
C009,2018,10,4.2
C009,2018,11,3.1
C009,2018,12,2.0
C038,2018,1,2.5
C038,2018,2,-1.9
C038,2018,3,2.0
C038,2018,4,6.9
C038,2018,5,7.2
C038,2018,6,11.7
C038,2018,7,16.2
C038,2018,8,13.9
C038,2018,9,10.6
C038,2018,10,5.6
C038,2018,11,5.8
C038,2018,12,2.6
C033,2018,1,-0.2
C033,2018,2,-4.8
C033,2018,3,0.3
C033,2018,4,3.9
C033,2018,5,4.8
C033,2018,6,9.5
C033,2018,7,13.2
C033,2018,8,11.2
C033,2018,9,7.5
C033,2018,10,2.9
C033,2018,11,1.4
C033,2018,12,0.4
C0BD,2018,1,0.1
C0BD,2018,2,-5.4
C0BD,2018,3,-0.7
C0BD,2018,4,2.5
C0BD,2018,5,2.4
C0BD,2018,6,8.1
C0BD,2018,7,12.8
C0BD,2018,8,11.1
C0BD,2018,9,6.7
C0BD,2018,10,1.3
C0BD,2018,11,1.4
C0BD,2018,12,0.7
C036,2018,1,0.6
C036,2018,2,-4.4
C036,2018,3,0.4
C036,2018,4,3.8
C036,2018,5,5.0
C036,2018,6,10.6
C036,2018,7,14.7
C036,2018,8,13.4
C036,2018,9,8.8
C036,2018,10,7.9
C036,2018,11,1.6
C036,2018,12,0.0
C045,2018,1,0.5
C045,2018,2,-6.7
C045,2018,3,-1.7
C045,2018,4,2.8
C045,2018,5,2.5
C045,2018,6,8.2
C045,2018,7,12.1
C045,2018,8,11.8
C045,2018,9,8.6
C045,2018,10,0.2
C045,2018,11,1.9
C045,2018,12,2.0
C0B7,2018,1,0.4
C0B7,2018,2,-4.8
C0B7,2018,3,-0.1
C0B7,2018,4,2.6
C0B7,2018,5,4.3
C0B7,2018,6,9.7
C0B7,2018,7,12.9
C0B7,2018,8,11.4
C0B7,2018,9,6.9
C0B7,2018,10,2.5
C0B7,2018,11,1.5
C0B7,2018,12,-0.2
C019,2018,1,1.9
C019,2018,2,-4.4
C019,2018,3,0.2
C019,2018,4,5.0
C019,2018,5,4.5
C019,2018,6,10.0
C019,2018,7,14.1
C019,2018,8,13.9
C019,2018,9,10.8
C019,2018,10,2.9
C019,2018,11,3.6
C019,2018,12,3.2
C057,2018,1,0.1
C057,2018,2,-2.4
C057,2018,3,1.2
C057,2018,4,4.9
C057,2018,5,6.8
C057,2018,6,10.0
C057,2018,7,14.6
C057,2018,8,12.0
C057,2018,9,8.1
C057,2018,10,3.9
C057,2018,11,1.5
C057,2018,12,0.1
C063,2018,1,-0.8
C063,2018,2,-5.1
C063,2018,3,-0.7
C063,2018,4,2.8
C063,2018,5,2.7
C063,2018,6,9.0
C063,2018,7,13.0
C063,2018,8,11.3
C063,2018,9,6.9
C063,2018,10,1.2
C063,2018,11,0.9
C063,2018,12,-0.7
C046,2018,1,-1.5
C046,2018,2,-9.8
C046,2018,3,-3.9
C046,2018,4,-0.2
C046,2018,5,0.1
C046,2018,6,6.6
C046,2018,7,10.0
C046,2018,8,9.4
C046,2018,9,6.1
C046,2018,10,-1.6
C046,2018,11,-1.0
C046,2018,12,0.8
C0BA,2018,1,1.5
C0BA,2018,2,-2.5
C0BA,2018,3,0.8
C0BA,2018,4,4.5
C0BA,2018,5,5.1
C0BA,2018,6,10.2
C0BA,2018,7,14.8
C0BA,2018,8,13.3
C0BA,2018,9,9.2
C0BA,2018,10,3.5
C0BA,2018,11,3.1
C0BA,2018,12,2.5
C059,2018,1,-1.4
C059,2018,2,-4.4
C059,2018,3,0.0
C059,2018,4,2.0
C059,2018,5,3.4
C059,2018,6,9.2
C059,2018,7,11.9
C059,2018,8,10.3
C059,2018,9,6.9
C059,2018,10,1.6
C059,2018,11,1.8
C059,2018,12,-1.3
C072,2018,1,-2.1
C072,2018,2,-8.4
C072,2018,3,-3.5
C072,2018,4,0.0
C072,2018,5,1.2
C072,2018,6,7.5
C072,2018,7,10.3
C072,2018,8,9.7
C072,2018,9,6.7
C072,2018,10,-0.9
C072,2018,11,-0.2
C072,2018,12,0.0
C0B4,2018,1,0.2
C0B4,2018,2,-4.1
C0B4,2018,3,0.6
C0B4,2018,4,3.1
C0B4,2018,5,4.1
C0B4,2018,6,8.8
C0B4,2018,7,12.7
C0B4,2018,8,10.8
C0B4,2018,9,7.4
C0B4,2018,10,2.1
C0B4,2018,11,1.7
C0B4,2018,12,-0.6
C054,2018,1,-3.1
C054,2018,2,-6.9
C054,2018,3,-3.5
C054,2018,4,-1.0
C054,2018,5,1.2
C054,2018,6,6.3
C054,2018,7,10.0
C054,2018,8,8.5
C054,2018,9,4.4
C054,2018,10,0.0
C054,2018,11,-1.5
C054,2018,12,-3.6
C042,2018,1,3.3
C042,2018,2,-2.5
C042,2018,3,3.1
C042,2018,4,7.2
C042,2018,5,8.4
C042,2018,6,11.9
C042,2018,7,16.2
C042,2018,8,14.1
C042,2018,9,10.6
C042,2018,10,5.2
C042,2018,11,5.8
C042,2018,12,1.9
C0B9,2018,1,-0.1
C0B9,2018,2,-4.2
C0B9,2018,3,0.4
C0B9,2018,4,3.3
C0B9,2018,5,5.0
C0B9,2018,6,8.8
C0B9,2018,7,13.6
C0B9,2018,8,10.9
C0B9,2018,9,7.0
C0B9,2018,10,3.3
C0B9,2018,11,1.8
C0B9,2018,12,-0.2
C0C3,2018,1,0.7
C0C3,2018,2,-3.1
C0C3,2018,3,0.8
C0C3,2018,4,3.2
C0C3,2018,5,4.7
C0C3,2018,6,10.5
C0C3,2018,7,13.7
C0C3,2018,8,12.4
C0C3,2018,9,7.7
C0C3,2018,10,2.5
C0C3,2018,11,2.3
C0C3,2018,12,-0.1
C066,2018,1,-1.2
C066,2018,2,-6.8
C066,2018,3,-2.2
C066,2018,4,2.0
C066,2018,5,2.3
C066,2018,6,8.7
C066,2018,7,11.8
C066,2018,8,11.4
C066,2018,9,8.0
C066,2018,10,0.1
C066,2018,11,1.6
C066,2018,12,1.5
C022,2018,1,-1.5
C022,2018,2,-7.2
C022,2018,3,-2.1
C022,2018,4,-0.2
C022,2018,5,2.2
C022,2018,6,6.5
C022,2018,7,10.3
C022,2018,8,8.6
C022,2018,9,5.9
C022,2018,10,-0.4
C022,2018,11,0.0
C022,2018,12,-1.2
C0B3,2018,1,0.0
C0B3,2018,2,-4.8
C0B3,2018,3,-0.1
C0B3,2018,4,2.8
C0B3,2018,5,4.0
C0B3,2018,6,9.9
C0B3,2018,7,13.2
C0B3,2018,8,11.4
C0B3,2018,9,7.9
C0B3,2018,10,2.5
C0B3,2018,11,1.3
C0B3,2018,12,-0.2
C037,2018,1,0.6
C037,2018,2,-3.5
C037,2018,3,0.3
C037,2018,4,3.5
C037,2018,5,5.2
C037,2018,6,10.0
C037,2018,7,14.2
C037,2018,8,12.2
C037,2018,9,8.2
