COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
C063;Muxika;16;8;9;11;8;8;9;7;10;14;7;16;23;130
C046;Oiz;980;7;9;9;8;10;17;14;12;15;11;16;22;150
C0BA;Oleta;14;8;11;12;7;7;11;5;9;14;7;16;21;128
C059;Ordunte;300;8;9;7;8;7;10;3;5;11;4;14;19;105
C072;Orduña;934;7;9;5;6;9;18;11;8;7;6;14;19;119
C0B4;Orozko;200;7;11;7;6;10;13;7;10;11;5;14;20;121
C054;Otxandio;556;10;10;8;8;7;12;4;9;9;6;16;20;119
C042;Punta Galea;61;8;9;9;7;8;13;7;11;14;7;15;21;129
C0B9;Sangroniz;10;8;8;10;8;9;12;8;11;14;7;15;21;131
C0C3;Sodupe;55;8;9;10;7;8;11;5;9;11;4;15;22;119
C022;Urkiola;709;8;10;11;8;9;16;11;11;12;8;16;19;139
C0B3;Urkizu;75;8;11;9;8;8;12;10;10;13;8;16;21;134
C037;Venta Alta;162;8;9;7;8;11;14;7;12;12;7;15;19;129
C0E5;Agauntza;180;8;12;9;6;6;11;6;12;9;8;16;18;121
C0DB;Aitzu;312;8;12;12;8;9;11;7;10;12;7;15;19;130
C0D3;Aixola;320;8;11;11;8;10;17;7;12;13;8;16;22;143
C0DD;Aizarnazabal;25;8;11;11;7;10;14;7;11;15;9;15;21;139
C0E9;Alegia;90;8;11;10;7;8;9;5;7;12;7;15;20;119
C078;Altzola;17;8;12;12;8;10;14;6;11;14;9;16;20;140
C052;Ameraun;285;10;12;12;7;10;15;12;11;14;8;16;22;149
C0E1;Amundarain;111;8;13;10;6;6;10;6;11;8;8;16;19;121
C077;Andoain;52;9;10;12;7;9;14;9;12;14;9;15;22;142
C080;Añarbe;184;9;9;15;7;11;16;10;12;13;9;15;21;147
C0E8;Araxes;141;9;12;11;7;8;11;7;9;14;8;15;21;132
C023;Arrasate;318;7;11;11;8;7;9;4;8;10;8;15;20;118
C084;Behobia;5;9;10;12;7;12;12;7;8;14;8;15;17;131
C0EA;Belauntza;105;8;11;13;7;8;13;9;9;16;9;15;21;139
C026;Berastegi;379;11;12;12;7;8;14;9;12;15;8;16;22;146
C058;Bidania;592;10;11;11;7;8;14;8;11;13;10;15;21;139
C0F0;Ereñozu;25;9;10;13;7;10;18;11;15;11;9;15;21;149
C0F1;Eskas;650;;;;;;;;;;6;16;21;
C0E7;Estanda;195;9;12;11;6;7;11;6;9;8;7;16;21;123
C0DC;Ibai Eder;90;8;11;13;8;8;11;8;11;13;7;15;21;134
C0EC;Lasarte;18;9;11;12;7;9;12;11;11;12;10;14;21;139
C0DE;Matxinbenta;250;10;12;13;7;9;11;8;11;13;7;15;20;136
C017;Miramon;113;8;9;14;6;9;13;9;8;12;10;15;21;134
C0F4;Oiartzun;53;9;9;12;7;10;15;8;10;15;9;16;19;139
C0D1;Oñati;195;7;12;11;7;7;10;5;6;11;8;14;19;117
C043;Ordizia;243;8;13;9;6;6;10;6;9;8;8;15;19;117
C0D2;San Prudentzio;175;7;11;10;7;7;11;5;8;11;7;14;19;117
C0D0;Urkulu;340;7;12;9;7;10;12;9;9;10;7;16;20;128
C064;Zarautz;80;8;12;14;6;9;12;7;9;13;8;15;22;135
C028;Zegama;520;9;12;13;7;10;11;10;9;9;7;16;17;130
C029;Zizurkil;149;9;11;11;7;9;15;8;11;15;9;15;21;141
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
;;;;DÍAS DE PRECIPITACIÓN IGUAL O SUPERIOR A 1 mm;;;;;;;;;;;
